"Family","Subfamily","Genus","Species","Sex","Anterior.process","Anterior.process","Propeltidium.+.Metapeltidium","Propeltidium.+.Metapeltidium","Propeltidium.+.Metapeltidium","Pedipalps","Pedipalps","Pedipalps","Pedipalps","Pedipalps","Chelicerae","Chelicerae","Chelicerae","Opisthosoma","Opisthosoma","Opisthosoma","Opisthosoma","Spermathecae.(female)","Spermathecae.(female)","Flagellum","Flagellum","Size","Size","Legs","Legs","Legs","Legs","Legs","Ecology","Distribution","Distribution","Distribution","References"
"Family","Subfamily","Genus","Species","Sex","Setation","Setation (base)","Dorsal setation","State of vision","State of metapeltidium","Dimorphism","Mesal spur (trochanter)","Apical process (trochanter)","Claw/tarsus ratio (min)","Claw/tarsus ratio (max)","Guard tooth (movable finger)","Accessory tooth (movable finger)","Small teeth (fixed finger)","Setation (tergite II)","Elongation","Tergite XII: posterodorsal process","Tergite XII: posterodorsal process (shape)","Number of lobes","State of gonopod","Number of flagellomeres (female)","Dorsal shape (male)","Total body length (min)","Total body length (max)","Leg I/total body length ratio (min)","Leg I/total body length ratio (max)","Anterodorsal margin (leg IV)","Leg IV, femur: length/width ratio (min)","Leg IV, femur: length/width ratio (max)","Habitat","Type locality (country)","Region","Unit","References"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius rociogarciae","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present or absent","Weakly; strongly","No data","No data","Present","Absent","5 small teeth","2 setae","No data","Well-developed","Truncate",NA,NA,NA,"Rhomboidal - triangular","2.2999999999999998","2.74","1.3","1.45","~ 90°","2.2999999999999998","2.74","Epigean","Colombia","South America","New World","Delgado-Santa & Armas 2013 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius serrano","female","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present or absent","Strongly","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.33","3.33","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2003 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius serrano","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present or absent","Strongly; very strongly","No data","No data","No data","No data","No data","2 setae","No data","Well-developed","Rounded",NA,NA,NA,"Triangular","2.74","2.95","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2003 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius siboney","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present or absent","No data","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.55","3.55","1.01","1.01","~ 90°","2.1","2.1","Troglophile","Cuba","Caribbean","New World","Armas 2002b [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius siboney","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present or absent","No data; very strongly","No data","No data","No data","No data","No data","2 setae","No data","Small","Rounded",NA,NA,NA,"Rhomboidal - triangular","2.8","3.25","1.07","1.24","~ 90°","2.13","2.31","Troglophile","Cuba","Caribbean","New World","Armas 2002b [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius solanllyae","male","1+1","Absent","3 pairs","Eyespots","Entire","No data","Present","No data; very strongly","0.38","0.38","No data","No data","No data","2 setae","Absent","Well-developed","Truncate",NA,NA,NA,"Rhomboidal - triangular","4.3","4.3","1.68","1.68","~ 90°","2.15","2.15","Strict troglobite","Dominican Republic","Caribbean","New World","Teruel 2021 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius steineri","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","Weakly","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"2.99","3.12","1.01","1.05","~ 90°","1.79","2.08","Epigean","Haiti","Caribbean","New World","Armas 2001"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius steineri","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","Weakly; strongly","No data","No data","No data","No data","No data","2 setae","No data","Small","Rounded",NA,NA,NA,"Circular - rhomboidal","2.4700000000000002","2.65","1.2","1.25","~ 90°","1.91","2.08","Epigean","Haiti","Caribbean","New World","Armas 2001"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius sul","female","1+1","Absent","3 pairs","No data","Entire","No data","No data","Weakly","No data","No data","Present","Absent","5 small teeth","2 setae","No data","Absent","Absent","2 pairs","Absent","4 flagellomeres",NA,"2.7","2.7","No data","No data","~ 90°","2","2","No data","Brazil","South America","New World","Cokendolpher & Reddell 2000a"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius terueli","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present or absent","No data","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.17","3.38","1.02","1.03","~ 90°","1.93","1.98","Troglophile","Cuba","Caribbean","New World","Armas 2002b [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius terueli","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present or absent","Absent; weakly","No data","No data","No data","No data","No data","2 setae","No data","Small","Rounded",NA,NA,NA,"Rhomboidal - triangular","2.8","3.2","1.0900000000000001","1.29","~ 90°","1.86","2.0299999999999998","Troglophile","Cuba","Caribbean","New World","Armas 2002b [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius toldo","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present or absent","Strongly","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.33","3.33","1.22","1.22","~ 90°","2.48","2.48","Epigean","Cuba","Caribbean","New World","Armas 2002b [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius toldo","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present or absent","Strongly; weakly","No data","No data","No data","No data","No data","2 setae","No data","Small","Truncate",NA,NA,NA,"Rhomboidal - triangular","3.22","3.35","1.3","1.35","~ 90°","2.19","2.21","Epigean","Cuba","Caribbean","New World","Armas 2002b [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius tomasi","female","1+1","Absent","3 pairs","Eyespots","No data","Sexual dimorphism + heteromorphism ","Present or absent","No data","No data","No data","No data","1 accessory tooth","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.02","3.02","1.3","1.3","~ 90°","2.21","2.21","Troglobite or troglophile","Cuba","Caribbean","New World","Armas 2007 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius tomasi","male","1+1","Absent","3 pairs","Eyespots","No data","Sexual dimorphism + heteromorphism ","Present or absent","No data; strongly","No data","No data","No data","1 accessory tooth","No data","2 setae","No data","Well-developed","Acute",NA,NA,NA,"Trilobate","3.4","4","1.26","1.43","~ 90°","2.09","2.2200000000000002","Troglobite or troglophile","Cuba","Caribbean","New World","Armas 2007 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius ubajara","female","1+1","Absent","2 pairs","Absent","No data","Sexual dimorphism + heteromorphism ","No data","Weakly","No data","No data","Present","No data","3 small teeth","2 setae","No data","No data","No data","2 pairs","Present","4 flagellomeres",NA,"4.12","4.12","1.21","1.21","~ 90°","No data","No data","Troglobite or troglophile","Brazil","South America","New World","Santos, Ferreira & Buzatto 2013"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius ubajara","male","1+1","Absent","2 pairs","Absent","No data","Sexual dimorphism + heteromorphism ","No data","Weakly","No data","No data","Present","No data","2 small teeth","2 setae","Absent","Well-developed","Truncate + rounded",NA,NA,NA,"Trapezoidal","2.72","2.72","1.73","1.73","~ 90°","2","2","Troglobite or troglophile","Brazil","South America","New World","Santos, Ferreira & Buzatto 2013"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius vinai","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","No data; very strongly","No data","No data","No data","No data","No data","2 setae","No data","Small","Truncate",NA,NA,NA,"Triangular","3.23","3.24","No data","No data","~ 90°","No data","No data","Troglophile or epigean","Cuba","Caribbean","New World","Teruel 2003 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius viquezi","male","1+1","Absent","3 pairs","Eyespots","Entire","No data","Present or absent","Strongly","No data","No data","No data","No data","No data","No data","No data","Well-developed","Truncate",NA,NA,NA,"Rhomboidal","3.02","3.02","1.25","1.25","~ 90°","2.9","2.9","Epigean","Costa Rica","Central America","New World","Armas 2009 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius virginiae","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","No data","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.65","3.65","1.05","1.05","~ 90°","2.11","2.11","Epigean","Dominican Republic","Caribbean","New World","Armas & Abud Antun 2002 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius virginiae","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","No data; strongly","No data","No data","No data","No data","No data","2 setae","No data","Well-developed","No data",NA,NA,NA,"Circular - triangular","2.9","3","1.37","1.37","~ 90°","2.11","2.11","Epigean","Dominican Republic","Caribbean","New World","Armas & Abud Antun 2002 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius viridis","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","No data","No data","No data","Present","No data","No data","2 setae","Absent","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"No data","No data","No data","No data","~ 90°","No data","No data","Troglophile","Jamaica","Caribbean","New World","Rowland & Reddell 1979a; Armas 2011 [in spanish]; Monjaraz-Ruedas & Francke 2016; Monjaraz-Ruedas, Francke & Santibáñez-López 2017"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius viridis","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","No data; very strongly","0.33","0.33","Present","No data","No data","2 setae","Absent","Small","Truncate + rounded",NA,NA,NA,"Trapezoidal - polygonal","No data","No data","No data","No data","~ 90°","No data","No data","Troglophile","Jamaica","Caribbean","New World","Rowland & Reddell 1979a; Armas 2011 [in spanish]; Monjaraz-Ruedas & Francke 2016; Monjaraz-Ruedas, Francke & Santibáñez-López 2017"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus africanus","female","No data","No data","No data","Absent","Divided","No data","No data","Absent","0.33","0.33","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data",NA,"2.9","2.9","1","1","> 90°","2.25","2.33","No data","Sierra Leone","Western Africa","Old World","Hansen in Hansen & Sørensen 1905"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus arganoi","female","No data","No data","No data","Absent","No data","No data","No data","No data","No data","No data","No data","Absent","4 small teeth","No data","No data","No data","No data","2 pairs","Present","No data",NA,"4.18","4.18","No data","No data","No data","No data","No data","No data","Mexico","Mexico","New World","Brignoli 1973 [in italian]; Brignoli 1974a"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus arunachalicus","female","2+1+1","Pair","5 or 6 pairs","Absent","Divided","Very strongly","Present","Very strongly","No data","No data","No data","No data","4 small teeth","2 setae","Absent","Absent","Absent","No data","No data","2 flagellomeres",NA,"4.76","4.76","1.42","1.42","No data","2.75","2.75","Epigean","India","Southern Asia","Old World","Bastawade 2006"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus arunachalicus","male","2+0","Pair","5 or 6 pairs","Absent","Divided","No data; absent","Present","No data; absent","1","1.2","No data","No data","4 small teeth","2 setae","Absent","Absent","Absent",NA,NA,NA,"Oblong","4.72","4.72","No data","No data","No data","2.5","2.75","Epigean","India","Southern Asia","Old World","Bastawade 2006"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus brevicaudus","female","No data","No data","No data","Absent","Suture","Absent","No data","Absent","No data","No data","No data","No data","No data","No data","Absent","No data","No data","No data","No data","3 flagellomeres",NA,"3.15","3.15","1","1","~ 90°","2","2.25","No data","Guinea-Bissau","Western Africa","Old World","Hansen 1921"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus brevicaudus","male","No data","No data","No data","Absent","Suture","Absent","No data","Weakly","0.5","0.6","No data","No data","No data","No data","Absent","Absent","Absent",NA,NA,NA,"Oblong","3.15","3.15","1.1100000000000001","1.1100000000000001","~ 90°","2.33","2.33","No data","Guinea-Bissau","Western Africa","Old World","Hansen 1921"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus crassicaudatus","female","2+1","Absent","2 or 1 pair","Absent","Entire","Sexual dimorphism","Present","Weakly","0.56000000000000005","0.56000000000000005","Absent","3 accessory teeth","4 small teeth","2 setae","Absent","Absent","Absent","1 pair","Present","3 flagellomeres",NA,"3.3","3.3","1.28","1.28","~ 90°","2.2000000000000002","2.2000000000000002","Epigean","Sri Lanka","Southern Asia","Old World","Pickard-Cambridge 1872; Hansen in Hansen & Sørensen 1905; Reddell & Cokendolpher 1991"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus crassicaudatus","male","2+1","Absent","2 or 1 pair","Absent","Entire","Sexual dimorphism","Present","Strongly","0.5","0.5","Absent","3 accessory teeth","4 small teeth","2 setae","Absent","Absent","Absent",NA,NA,NA,"Oblong","3.18","3.18","1.42","1.42","~ 90°","2.2000000000000002","2.2000000000000002","Epigean","Sri Lanka","Southern Asia","Old World","Pickard-Cambridge 1872; Hansen in Hansen & Sørensen 1905; Reddell & Cokendolpher 1991"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus formicoides","female","No data","No data","No data","Absent","No data","No data","Present","No data","0.4","0.4","No data","No data","No data","No data","No data","Absent","Absent","No data","No data","3 flagellomeres",NA,"3.48","3.48","1","1","No data","2","2","Epigean","Sri Lanka","Southern Asia","Old World","Fernando 1957"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus ghesquierei","female","No data","No data","No data","Absent","Divided","No data","No data","Strongly","No data","No data","No data","No data","No data","No data","No data","Absent","Absent","No data","No data","3 flagellomeres",NA,"4.25","4.25","1","1.25","No data","3","3","Epigean","Democratic Republic of the Congo","Western Africa","Old World","Giltay 1935 [in french]"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus greeni","female","1+2 or 2+0","Absent","2 pairs","Absent","Entire","No data","Absent","No data","0.3","0.5","Absent","Absent","3 small teeth","2 setae","Absent","No data","No data","No data","No data","3 flagellomeres",NA,"No data","No data","1.21","1.21","~ 90°","2","2.5","Epigean","Sri Lanka","Southern Asia","Old World","Gravely 1912; Bastawade 2004"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus hanseni","female","No data","No data","No data","Absent","No data","Sexual dimorphism (+ heteromorphism)","No data","Strongly","0.4","0.5","No data","No data","No data","No data","No data","Absent","Absent","No data","No data","4 flagellomeres",NA,"4.3","4.3","1.1599999999999999","1.1599999999999999","~ 90°","2.33","2.33","Troglobite or troglophile","Tanzania","Eastern Africa","Old World","Hansen 1926; Lawrence 1969"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus hanseni","male","No data","No data","No data","Absent","No data","Sexual dimorphism (+ heteromorphism)","No data","Strongly","0.25","0.4","No data","No data","No data","No data","No data","Well-developed","Rounded",NA,NA,NA,"Rectangular -trilobate","4.3","4.3","1.33","1.33","~ 90°","2.5","2.5","Troglobite or troglophile","Tanzania","Eastern Africa","Old World","Hansen 1926; Lawrence 1969"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus kharagpurensis","female","No data","No data","No data","Absent","Divided","No data","No data","No data","0.4","0.5","No data","No data","No data","No data","No data","No data","No data","No data","No data","4 flagellomeres",NA,"4.5","4.5","1.25","1.5","No data","2.5","2.5","No data","India","Southern Asia","Old World","Gravely 1912 "
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus mediocriter","female","1+1","Absent","3 pairs","Absent","Divided","No data","Present","Weakly","0.5","0.5","Present","Absent","4 to 6 small teeth","2 setae","No data","Absent","Absent","No data","No data","3 flagellomeres",NA,"4.2","4.2","0.75","0.9","< 90°","2","2","No data","Tanzania","Eastern Africa","Old World","Lawrence 1969 "
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus modestus","female","No data","No data","No data","Eyespots","Divided","No data","No data","Strongly","0.4","0.5","No data","1 accessory tooth","4 small teeth","No data","Absent","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"4.0999999999999996","4.0999999999999996","1.29","1.29","~ 90°","2.25","2.5","No data","Papua New Guinea","Southeast Asia","Old World","Hansen in Hansen & Sørensen 1905; Börner 1904 [in german]"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus montanus","female","No data","No data","No data","Absent","Suture","Absent","Present","Absent","0.4","0.5","No data","No data","No data","No data","No data","Absent","Absent","No data","No data","4 flagellomeres",NA,"2.9","2.9","1","1","~ 90°","2","2","Troglophile","Tanzania","Eastern Africa","Old World","Hansen 1910; Lawrence 1952; 1969"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus montanus","male","No data","No data","No data","Absent","Suture","Absent","Present","Absent","0.5","0.6","No data","No data","No data","No data","No data","Absent","Absent",NA,NA,NA,"No data","3.5","3.5","0.94","0.94","~ 90°","2.0099999999999998","2.2000000000000002","Troglophile","Tanzania","Eastern Africa","Old World","Hansen 1910; Lawrence 1952; 1969"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus nidicolus","female","1+1","Absent","3 pairs","No data","Entire","No data","Present","Weakly","0.4","0.5","No data","1 or 2 accessory teeth","5 small teeth","2 setae","No data","No data","No data","No data","No data","3 flagellomeres",NA,"3.9","3.9","0.9","0.9","No data","No data","No data","Epigean","Democratic Republic of the Congo","Western Africa","Old World","Lawrence 1969 "
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus parvus","female","No data","No data","No data","Eyespots","Suture","Absent","No data","Absent","0.33","0.33","No data","No data","No data","No data","Absent","Absent","Absent","No data","No data","3 flagellomeres",NA,"3.3","3.3","1.03","1.03","~ 90°","2","2","Troglophile","São Tomé and Príncipe","Western Africa","Old World","Hansen 1921"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus parvus","male","No data","No data","No data","Eyespots","Suture","Absent","No data","Weakly","0.25","0.25","No data","No data","No data","No data","Absent","Absent","Absent",NA,NA,NA,"Oblong","2.63","2.63","1.55","1.55","~ 90°","2.33","2.33","Troglophile","São Tomé and Príncipe","Western Africa","Old World","Hansen 1921"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus pauliani","male","2+1","Absent","4 or 5 pairs","No data","Divided","No data","Present","Strongly","0.5","0.5","Present","3 or 4 accessory teeth","3 small teeth","2 setae","No data","Absent","Absent",NA,NA,NA,"Triangular","4.7","4.7","No data","No data","No data","3","3","No data","Comoros","Eastern Africa","Old World","Lawrence 1969 "
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus perplexus","female","1+2","Absent","3 pairs","Absent or eyespots","Divided","Sexual dimorphism","Present","Weakly","0.25","0.25","Absent","Absent","3 small teeth","No data","No data","No data","No data","1 pair","No data","4 flagellomeres",NA,"3","4.5","1.25","1.5","~ 90°","2.34","2.34","Epigean","Sri Lanka","Southern Asia","Old World","Gravely 1915; Harvey 2001; Bastawade 2004"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus perplexus","male","1+2","Absent","3 pairs","Absent or eyespots","Divided","Sexual dimorphism","Present","Strongly","0.5","0.5","Absent","Absent","No data","No data","No data","No data","No data",NA,NA,NA,"Oblong","3.5","3.5","2.09","2.09","~ 90°","2.33","2.8","Epigean","Sri Lanka","Southern Asia","Old World","Gravely 1915; Harvey 2001; Bastawade 2004"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus peteloti","male","No data","No data","No data","Absent","No data","No data","No data","Weakly","0.5","0.5","No data","No data","No data","No data","No data","Well-developed","Rounded",NA,NA,NA,"Rectangular -trilobate","4.5","4.5","1.22","1.22","~ 90°","2.5","2.5","Epigean","Vietnam","Southern Asia","Old World","Rémy 1946 [in french]"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus procerus","female","No data","No data","No data","Eyespots","No data","Absent","Present","Weakly","0.5","0.5","No data","No data","No data","No data","No data","Absent","Absent","No data","No data","3 flagellomeres",NA,"3.7","3.7","1.41","1.41","~ 90°","2.25","2.5","No data","Singapore","Southeast Asia","Old World","Hansen in Hansen & Sørensen 1905"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus procerus","male","No data","No data","No data","Eyespots","No data","Absent","Present","Strongly","0.5","0.5","No data","No data","No data","No data","Absent","Well-developed","Rounded",NA,NA,NA,"Lanceolate - triangular","3.6","3.6","1.89","1.89","~ 90°","2.75","3","No data","Singapore","Southeast Asia","Old World","Hansen in Hansen & Sørensen 1905"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus schoutedeni","female","Single seta","Absent","No data","Absent","Entire","No data","No data","Weakly","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","No data","No data","3 flagellomeres",NA,"4.0999999999999996","4.0999999999999996","0.98","0.98","~ 90°","2.88","2.88","Troglobite or troglophile","Democratic Republic of the Congo","Western Africa","Old World","Roewer 1954 [in german]; Lawrence 1969"
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus tenuipes","female","2+1","Absent","3 pairs","No data","Entire","No data","Absent","Strongly","0.4","0.5","Present","6 accessory teeth","4 small teeth","2 setae","No data","No data","No data","No data","No data","3 flagellomeres",NA,"5","5","1.24","1.24","> 90°","No data","No data","Troglophile","Mauritius","Eastern Africa","Old World","Lawrence 1969 "
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus vinsoni","female","2+1","Absent","4 pairs","No data","Divided","No data","Present","Absent","0.5","0.5","No data","3 accessory teeth","3 small teeth","No data","No data","No data","No data","No data","No data","3 flagellomeres",NA,"3.8","3.8","1.1599999999999999","1.1599999999999999","< 90°","2","2.25","Troglophile","Mauritius","Eastern Africa","Old World","Lawrence 1969 "
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus virescens","female","1+1","Absent","3 pairs","No data","Divided","No data","Present","Absent","0.4","0.5","Present","3 accessory teeth","3 small teeth","2 setae","No data","No data","No data","No data","No data","3 flagellomeres",NA,"2.5","2.5","1.36","1.36","> 90°","No data","No data","No data","Mauritius","Eastern Africa","Old World","Lawrence 1969 "
"Hubbardiidae","Hubbardiinae","Schizomus","Schizomus vittatus","female","1+2","Absent","2 pairs","Eyespots","Divided","No data","No data","Absent","0.4","0.5","No data","No data","No data","No data","No data","Absent","Absent","No data","No data","3 flagellomeres",NA,"3.5","3.5","1","1","No data","2","2.25","Epigean","Sri Lanka","Southern Asia","Old World","Gravely 1911b; Bastawade 2004"
"Hubbardiidae","Hubbardiinae","Schizophyxia","Schizophyxia bartolo","female","1+1","Absent","3 pairs","Absent","Entire","Absent","Present","No data","No data","No data","Present","Absent","No data","2 setae","Absent","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"4.2","4.2","1.1299999999999999","1.1299999999999999","~ 90°","No data","No data","Strict troglobite","Mexico","Mexico","New World","Rowland 1973b; Rowland & Reddell 1980; Reddell 1981; Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Schizophyxia","Schizophyxia bartolo","male","1+1","Absent","3 pairs","Absent","Entire","Absent","Present","Weakly","0.5","0.5","Present","Absent","No data","2 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal","3.7","3.7","1.34","1.34","~ 90°","No data","No data","Strict troglobite","Mexico","Mexico","New World","Rowland 1973b; Rowland & Reddell 1980; Reddell 1981; Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Schizophyxia","Schizophyxia lukensi","female","1+1","Absent","3 pairs","Absent","Entire","Absent","Present","No data","No data","No data","Present","Absent","No data","2 setae","Absent","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"4.7","4.7","1.06","1.06","~ 90°","No data","No data","Strict troglobite","Mexico","Mexico","New World","Rowland 1973c; Rowland & Reddell 1980; Reddell 1981; Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Schizophyxia","Schizophyxia lukensi","male","1+1","Absent","3 pairs","Absent","Entire","Absent","Present","Weakly","0.5","0.5","Present","Absent","No data","2 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal - triangular","4.2","4.2","1.47","1.47","~ 90°","No data","No data","Strict troglobite","Mexico","Mexico","New World","Rowland 1973c; Rowland & Reddell 1980; Reddell 1981; Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Secozomus","Secozomus latipes","female","1+1","Absent","3 pairs","Eyespots","Entire","No data","Present","Absent","0.45","0.45","No data","No data","No data","2 setae","Absent","Absent","Absent","2 pairs","No data","4 flagellomeres",NA,"2.75","2.75","1.21","1.21","> 90°","2.09","2.09","No data","Seychelle Islands","Eastern Africa","Old World","Hansen in Hansen & Sørensen 1905; Harvey 2001a"
"Hubbardiidae","Hubbardiinae","Sotanostenochrus","Sotanostenochrus cookei","female","1+1","Absent","3 pairs","Absent","Entire","Sexual dimorphism + heteromorphism ","Present","No data","No data","No data","Present","Absent","No data","2 setae","No data","No data","No data","3 to 5 pairs","Present","3 flagellomeres",NA,"4.4800000000000004","4.62","0.94","0.95","~ 90°","No data","No data","Strict troglobite","Mexico","Mexico","New World","Rowland 1971b; Rowland & Reddell 1980; Reddell & Cokendolpher 1991; Reddell & Cokendolpher 1995; Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Sotanostenochrus","Sotanostenochrus cookei","male","1+1","Absent","3 pairs","Absent","Entire","Sexual dimorphism + heteromorphism ","Present","Weakly","0.33","0.33","Present","Absent","3 small teeth","2 setae","Absent","Absent","Absent",NA,NA,NA,"Triangular","4.08","4.32","1.1599999999999999","1.2","~ 90°","No data","No data","Strict troglobite","Mexico","Mexico","New World","Rowland 1971b; Rowland & Reddell 1980; Reddell & Cokendolpher 1991; Reddell & Cokendolpher 1995; Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Sotanostenochrus","Sotanostenochrus mitchelli","female","1+1","Absent","3 pairs","Absent","Entire","Sexual dimorphism + heteromorphism ","Present","No data","No data","No data","Present","Absent","No data","2 setae","No data","No data","No data","3 to 5 pairs","Present","3 flagellomeres",NA,"4.32","4.4800000000000004","1.0900000000000001","1.1000000000000001","~ 90°","No data","No data","Strict troglobite","Mexico","Mexico","New World","Rowland 1971b; Rowland & Reddell 1980; Reddell & Cokendolpher 1991; Reddell & Cokendolpher 1995; Monjaraz-Ruedas, Prendini & Francke 2019"
